Branch_ID,Branch_Name,Relationship_Manager_ID,Relationship_Manager_Name,Month,Total_Deposits,Loan_Approvals,Revenue_Growth,Customer_Satisfaction_Score
10,Marina_Branch,87,Sarah Lee,16/10/2024,669282.98,112,5.47,9.2
39,Oba_AkranBranch,116,David Brown,17/10/2024,502455.62,185,4.17,5.7
48,Badore_Branch,8,John Smith,18/10/2024,240613.87,101,16.56,6.4
16,Ikota_Branch,125,Emily Davis,19/10/2024,484660.88,194,0.53,8.1
46,Freedom_park_Branch,38,Emily Davis,20/10/2024,905426.94,83,1.92,6.0
20,Ilupeju_Branch,32,John Smith,21/10/2024,583971.07,110,0.44,8.0
4,Yaba_Branch,52,Emily Davis,22/10/2024,241791.71,78,2.43,7.3
31,Badore_Branch,64,Emily Davis,23/10/2024,975841.06,131,3.75,6.2
48,Computer_Village_Branch,14,Michael Johnson,24/10/2024,206480.35,112,6.71,6.7
16,Allen_Branch,126,John Smith,25/10/2024,535924.78,139,11.69,7.8
34,Agege_Branch,101,John Smith,26/10/2024,578634.44,160,-2.65,5.1
45,Badore_Branch,24,Emily Davis,27/10/2024,466180.37,106,18.69,7.3
23,Lekki_Branch,111,John Smith,28/10/2024,236359.19,166,13.49,6.4
21,Freedom_park_Branch,91,Sarah Lee,29/10/2024,892995.75,90,10.23,8.4
35,Ajah_Branch,118,Sarah Lee,30/10/2024,143757.59,76,4.0,7.4
12,Marina_Branch,49,Sarah Lee,31/10/2024,603320.71,160,2.92,9.1
19,Lekki_Branch,98,David Brown,01/11/2024,705951.41,58,14.23,6.3
15,Badagry_Branch,130,Sarah Lee,02/11/2024,643001.35,80,8.12,8.4
2,Yaba_Branch,89,David Brown,03/11/2024,799966.97,126,1.26,6.9
29,Surulere_Branch,108,Sarah Lee,04/11/2024,215087.15,186,10.81,6.5
23,Ikota_Branch,114,Emily Davis,05/11/2024,540970.82,129,8.55,9.6
29,Ogba_Branch,45,Michael Johnson,06/11/2024,285943.37,56,8.68,5.8
40,Ogba_Branch,100,Michael Johnson,07/11/2024,555530.35,107,12.18,5.9
17,Badore_Branch,6,Sarah Lee,08/11/2024,423977.91,82,6.72,7.3
21,Surulere_Branch,36,Emily Davis,09/11/2024,634715.16,158,-1.07,9.7
43,Ilupeju_Branch,51,John Smith,10/11/2024,852426.26,105,16.74,8.2
47,Ikota_Branch,1,Emily Davis,11/11/2024,843979.8,155,9.36,9.2
8,Lekki_Branch,131,Sarah Lee,12/11/2024,397204.75,53,-1.45,9.1
14,Ikoyi_Branch,85,Michael Johnson,13/11/2024,675176.32,89,9.81,5.4
25,Allen_Branch,1,David Brown,14/11/2024,654764.98,94,1.09,7.8
5,Ajah_Branch,127,Michael Johnson,15/11/2024,720309.88,85,19.35,5.9
47,Badore_Branch,91,Emily Davis,16/11/2024,250287.23,52,15.56,9.9
5,Oba_AkranBranch,124,David Brown,17/11/2024,657052.96,159,1.98,8.6
15,Surulere_Branch,60,Sarah Lee,18/11/2024,746549.24,79,5.65,5.6
44,Computer_Village_Branch,52,Emily Davis,19/11/2024,344593.53,157,15.97,7.7
43,Computer_Village_Branch,23,Sarah Lee,20/11/2024,675841.94,78,7.15,6.9
12,Ilupeju_Branch,6,Sarah Lee,21/11/2024,452860.2,60,9.56,7.7
5,Ojodu_Branch,70,David Brown,22/11/2024,395113.55,186,1.29,7.6
7,Freedom_park_Branch,18,David Brown,23/11/2024,890969.24,51,-0.54,9.5
36,Ikoyi_Branch,104,David Brown,24/11/2024,664488.84,67,-2.57,9.0
22,Ikeja_Branch,119,Sarah Lee,25/11/2024,599724.77,73,5.24,9.0
49,Marina_Branch,143,John Smith,26/11/2024,109821.12,89,3.39,8.5
35,Freedom_park_Branch,24,Sarah Lee,27/11/2024,654611.46,191,-3.46,9.1
13,Ikota_Branch,84,John Smith,28/11/2024,739116.42,77,15.57,6.0
44,Marina_Branch,134,Sarah Lee,29/11/2024,424388.89,155,4.23,8.9
31,Allen_Branch,147,John Smith,30/11/2024,969247.38,64,16.32,8.3
